mes_ultimo_unico_robo,metodo,hora,lugar,celular,efectivo_tarjetas,articulos_de_uso_personal,dispositivos,otra_pertenencia,arma_fuego,arma_blanca,otros_objetos,fuerza_fisica,drogas_sustancias,hizo_llamada,denuncia,lugar_denuncia,autoridad,razon_denuncia,buena_atencion,razon_de_satisfaccion,razon_no_denuncia,recuperacion_objeto,year
septiembre,atraco,mañana,Calle/Avenida,si,no,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,implicación de conocidos,no,2020
julio,atraco,mañana,Transporte público,si,no,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
agosto,cosquilleo,madrugada,Transporte público,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
agosto,cosquilleo,mañana,Transporte público,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
octubre,cosquilleo,tarde,Transporte público,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
agosto,atraco,mañana,Calle/Avenida,no,si,no,no,no,no,no,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2020
noviembre,descuido,,Vehículo,no,no,si,si,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,10.0,no,2020
abril,raponazo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
noviembre,atraco,noche,Calle/Avenida,si,no,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
diciembre,descuido,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2020
octubre,atraco,tarde,Calle/Avenida,si,si,si,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
octubre,descuido,,Residencia propia,no,si,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desaconsejado por autoridades,no,2020
diciembre,cosquilleo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconocimiento del proceso,no,2020
mayo,atraco,tarde,Calle/Avenida,no,si,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
junio,raponazo,tarde,Calle/Avenida,no,si,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2020
enero,cosquilleo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,implicación de conocidos,no,2020
julio,atraco,noche,Calle/Avenida,si,si,si,no,no,si,no,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,implicación de conocidos,no,2020
febrero,raponazo,tarde,Calle/Avenida,no,si,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,falta de pruebas,no,2020
diciembre,atraco,noche,Calle/Avenida,si,si,si,no,no,no,si,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desaconsejado por autoridades,no,2020
marzo,raponazo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
junio,raponazo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2020
marzo,raponazo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,falta de pruebas,no,2020
julio,raponazo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,falta de pruebas,no,2020
agosto,descuido,mañana,Trabajo/Estudio,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
diciembre,engaño,mañana,Transporte público,si,si,si,no,no,no,no,no,no,si,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
julio,cosquilleo,noche,Transporte público,no,si,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2020
octubre,atraco,tarde,Calle/Avenida,si,no,si,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
diciembre,raponazo,mañana,Calle/Avenida,si,no,no,no,no,no,no,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,consideró innecesario,no,2020
octubre,atraco,mañana,Trabajo/Estudio,si,si,si,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
noviembre,raponazo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2020
septiembre,atraco,noche,Calle/Avenida,si,no,si,no,no,si,no,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
abril,atraco,tarde,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
octubre,raponazo,mañana,Calle/Avenida,si,no,no,no,no,no,no,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
junio,raponazo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconocimiento del proceso,no,2020
febrero,descuido,mañana,Transporte público,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,falta de pruebas,no,2020
junio,raponazo,tarde,Transporte público,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,10.0,no,2020
diciembre,descuido,noche,Residencia propia,si,si,no,si,no,no,no,no,no,no,si,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
mayo,raponazo,mañana,Calle/Avenida,si,no,no,no,no,no,no,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2020
septiembre,atraco,noche,Calle/Avenida,si,si,si,no,no,si,no,no,si,no,si,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desaconsejado por autoridades,no,2020
diciembre,raponazo,noche,Calle/Avenida,no,no,no,si,no,no,no,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,falta de pruebas,no,2020
julio,atraco,tarde,Transporte público,si,si,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
septiembre,atraco,tarde,Trabajo/Estudio,si,no,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,falta de pruebas,no,2020
agosto,atraco,tarde,Trabajo/Estudio,si,no,si,no,no,si,no,no,no,no,si,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desaconsejado por autoridades,no,2020
abril,atraco,tarde,Calle/Avenida,si,no,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2020
febrero,atraco,noche,Calle/Avenida,no,si,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,10.0,no,2020
febrero,descuido,mañana,Otro lugar,si,si,no,no,no,no,no,no,no,no,si,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2020
junio,raponazo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
agosto,cosquilleo,tarde,Transporte público,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2020
diciembre,descuido,tarde,Mercado/Comercio,si,no,no,no,no,no,no,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2020
octubre,descuido,mañana,Mercado/Comercio,no,si,si,no,no,no,no,si,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2020
marzo,cosquilleo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,si,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconocimiento del proceso,no,2020
febrero,atraco,tarde,Calle/Avenida,no,si,no,no,no,no,no,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,implicación de conocidos,si,2020
junio,raponazo,tarde,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
octubre,descuido,tarde,Calle/Avenida,no,no,no,si,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,falta de pruebas,no,2020
abril,cosquilleo,,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,si,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,implicación de conocidos,no,2020
junio,raponazo,mañana,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
septiembre,descuido,mañana,Residencia propia,no,no,si,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconocimiento del proceso,no,2020
mayo,atraco,mañana,Mercado/Comercio,no,si,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2020
noviembre,raponazo,madrugada,Calle/Avenida,si,si,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
agosto,raponazo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2020
noviembre,atraco,noche,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,si,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2020
abril,atraco,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,falta de pruebas,no,2020
junio,cosquilleo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
enero,raponazo,tarde,Mercado/Comercio,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2020
enero,atraco,noche,Parque/Deporte,si,si,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
noviembre,descuido,tarde,Calle/Avenida,no,si,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,miedo a represalias,si,2020
enero,raponazo,mañana,Entretenimiento,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,implicación de conocidos,no,2020
agosto,raponazo,tarde,Residencia propia,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
mayo,raponazo,mañana,Calle/Avenida,si,no,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,miedo a represalias,no,2020
octubre,descuido,noche,Parque/Deporte,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
diciembre,atraco,tarde,Calle/Avenida,no,no,si,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2020
agosto,atraco,mañana,Calle/Avenida,si,no,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
abril,atraco,mañana,Carretera/Trocha,no,no,si,no,no,no,no,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2020
agosto,descuido,,Calle/Avenida,no,si,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2020
mayo,atraco,noche,Calle/Avenida,si,si,si,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
septiembre,atraco,tarde,Calle/Avenida,si,si,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,miedo a represalias,no,2020
mayo,atraco,tarde,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
mayo,atraco,noche,Calle/Avenida,si,si,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
noviembre,atraco,noche,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
enero,descuido,tarde,Entretenimiento,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
febrero,atraco,mañana,Calle/Avenida,si,si,si,no,no,no,si,no,no,no,si,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,otro problema,no,2020
enero,raponazo,noche,Entretenimiento,si,si,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
enero,raponazo,mañana,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,si,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desaconsejado por autoridades,no,2020
noviembre,atraco,noche,Calle/Avenida,si,si,si,no,no,si,no,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
julio,atraco,tarde,Calle/Avenida,si,si,si,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
septiembre,atraco,mañana,Transporte público,no,si,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
abril,atraco,noche,Transporte público,si,no,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2020
octubre,atraco,noche,Calle/Avenida,si,si,si,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
febrero,atraco,mañana,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2020
diciembre,atraco,tarde,Transporte público,si,no,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconocimiento del proceso,no,2020
abril,atraco,,Calle/Avenida,si,si,si,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2020
noviembre,atraco,tarde,Calle/Avenida,si,si,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,miedo a represalias,no,2020
noviembre,atraco,tarde,Calle/Avenida,si,si,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,miedo a represalias,no,2020
noviembre,atraco,mañana,Calle/Avenida,si,no,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desaconsejado por autoridades,no,2020
agosto,descuido,noche,Calle/Avenida,no,no,no,si,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,falta de pruebas,no,2020
agosto,atraco,tarde,Transporte público,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
noviembre,atraco,mañana,Calle/Avenida,no,si,no,no,no,si,no,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconocimiento del proceso,no,2020
julio,atraco,mañana,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconocimiento del proceso,no,2020
octubre,raponazo,tarde,Parque/Deporte,si,si,si,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
julio,raponazo,noche,Calle/Avenida,si,no,no,no,no,no,no,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
julio,atraco,mañana,Calle/Avenida,si,si,no,no,no,no,no,no,si,no,si,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,falta de pruebas,no,2020
octubre,atraco,noche,Calle/Avenida,si,no,no,no,no,no,si,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,falta de pruebas,no,2020
febrero,cosquilleo,mañana,Transporte público,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,falta de pruebas,no,2020
octubre,atraco,mañana,Calle/Avenida,si,si,no,no,no,no,no,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
octubre,atraco,noche,Calle/Avenida,no,no,no,si,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
mayo,descuido,noche,Trabajo/Estudio,si,si,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2020
diciembre,engaño,madrugada,Transporte público,si,si,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
enero,atraco,madrugada,Calle/Avenida,si,si,no,no,no,no,si,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,falta de pruebas,no,2020
abril,atraco,mañana,Calle/Avenida,si,si,si,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,implicación de conocidos,no,2020
diciembre,atraco,noche,Calle/Avenida,si,si,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
noviembre,atraco,mañana,Residencia propia,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
junio,descuido,mañana,Residencia propia,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,falta de pruebas,no,2020
febrero,raponazo,tarde,Calle/Avenida,no,si,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
junio,raponazo,madrugada,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
julio,atraco,noche,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2020
junio,atraco,madrugada,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2020
noviembre,raponazo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,si,no,si,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
marzo,atraco,tarde,Calle/Avenida,si,si,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
abril,cosquilleo,mañana,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desaconsejado por autoridades,no,2020
julio,raponazo,noche,Calle/Avenida,si,no,no,no,no,no,no,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
junio,cosquilleo,mañana,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,implicación de conocidos,no,2020
noviembre,atraco,mañana,Transporte público,si,si,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,implicación de conocidos,no,2020
enero,atraco,tarde,Transporte público,si,no,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
junio,atraco,tarde,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,consideró innecesario,no,2020
agosto,descuido,mañana,Calle/Avenida,no,no,si,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,implicación de conocidos,no,2020
marzo,atraco,mañana,Calle/Avenida,si,no,no,no,no,si,no,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,implicación de conocidos,no,2020
febrero,atraco,mañana,Transporte público,si,no,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,falta de pruebas,no,2020
marzo,atraco,mañana,Vehículo,no,si,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desaconsejado por autoridades,no,2020
agosto,atraco,tarde,Calle/Avenida,si,no,si,si,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
septiembre,cosquilleo,tarde,Transporte público,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
mayo,descuido,mañana,Otro lugar,no,si,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,10.0,no,2020
noviembre,atraco,tarde,Calle/Avenida,si,si,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2020
junio,atraco,tarde,Calle/Avenida,no,si,si,no,no,no,no,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
julio,atraco,mañana,Calle/Avenida,si,si,si,no,no,si,no,no,no,no,si,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
julio,atraco,mañana,Calle/Avenida,si,si,si,no,no,no,si,no,no,no,si,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
junio,raponazo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,si,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,implicación de conocidos,no,2020
septiembre,atraco,tarde,Calle/Avenida,si,si,no,no,no,no,no,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
marzo,raponazo,mañana,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
julio,atraco,tarde,Trabajo/Estudio,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
enero,atraco,mañana,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
marzo,atraco,mañana,Calle/Avenida,no,no,si,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
junio,raponazo,,Calle/Avenida,si,si,no,si,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
diciembre,atraco,tarde,Calle/Avenida,si,si,no,no,no,no,no,si,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
diciembre,descuido,tarde,Vehículo,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2020
diciembre,raponazo,noche,Calle/Avenida,si,si,no,no,no,no,no,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,miedo a represalias,no,2020
octubre,atraco,tarde,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2020
