DIRECTORIO,NRO_ENCUESTA,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN,FEX_C,mes_ultimo_unico_robo,municipio,metodo,hora,lugar,celular,efectivo_tarjetas,articulos_de_uso_personal,dispositivos,otra_pertenencia,arma_fuego,arma_blanca,otros_objetos,fuerza_fisica,drogas_sustancias,hizo_llamada,denuncia,lugar_denuncia,autoridad,razon_denuncia,buena_atencion,razon_de_satisfaccion,razon_no_denuncia,recuperacion_objeto
525776,237,1,1,1,"95,9944019934895",10,1,3,3,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
525803,237,1,1,1,"105,282573904331",2,1,3,3,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
525843,237,1,1,1,"68,3611850645816",9,1,7,1,2,2,2,2,2,1,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,1
525843,237,4,1,4,"68,3611850645816",6,1,7,3,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
525857,237,3,1,3,"131,08098270068",2,1,4,3,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,2.0,2
525872,237,4,1,4,"71,2900287862854",4,1,4,2,2,1,1,1,2,2,1.0,2.0,2.0,2.0,2.0,2,1,4.0,,1.0,,,,2
525877,237,3,1,3,"50,9699973575117",6,1,3,2,2,1,1,2,2,2,2.0,2.0,2.0,1.0,2.0,1,2,,,,,,7.0,2
525909,237,1,1,1,"224,302079223807",2,1,4,4,2,2,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
525913,237,2,2,1,"231,286817840612",1,1,3,2,1,2,2,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
525920,237,1,1,1,"249,160087924266",1,1,7,2,4,2,2,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,8.0,2
525921,237,1,1,1,"248,773699446682",12,1,2,3,7,2,2,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
525921,237,2,1,2,"248,773699446682",5,1,1,2,2,2,1,2,2,2,,,,,,2,1,5.0,1.0,6.0,,,,2
525922,237,1,1,1,"224,688467701391",12,1,3,4,7,1,2,2,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,4.0,1
525925,237,2,1,2,"266,358308835974",1,1,6,4,2,1,1,1,2,2,2.0,1.0,2.0,1.0,2.0,2,1,2.0,2.0,3.0,1.0,,,2
525929,237,2,1,2,"213,783354670568",11,1,2,3,1,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
525930,237,2,1,2,"635,431928739802",8,1,4,4,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,1,2,,,,,,6.0,2
525937,237,3,1,3,"531,741861508308",10,1,7,3,7,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,5.0,2
525940,237,1,1,1,"213,710370516483",3,1,4,4,2,2,2,1,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
525940,237,3,1,3,"213,710370516483",11,1,4,4,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,1,1,4.0,,4.0,,,,2
525941,237,1,1,1,"298,040607418871",7,1,4,3,2,2,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,7.0,2
525942,237,2,1,2,"330,93490710954",7,1,4,4,2,1,1,1,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
525946,237,1,1,1,"249,160087924266",2,1,4,2,2,1,2,1,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,8.0,2
525958,237,4,2,2,"209,38454038897",6,1,4,1,2,2,1,2,2,2,2.0,1.0,2.0,1.0,2.0,2,1,4.0,,5.0,,,,2
525960,237,2,1,2,"274,244036367942",10,1,4,3,2,2,1,1,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
525961,237,1,1,1,"315,908735320731",11,1,4,3,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
525964,237,1,1,1,"382,698173698877",6,1,4,2,2,1,1,1,2,2,1.0,2.0,2.0,2.0,2.0,1,1,5.0,1.0,5.0,,,,2
525975,237,1,1,1,"270,675976898325",3,1,4,1,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
525984,237,1,1,1,"275,055723944011",12,1,4,4,2,1,1,1,2,1,1.0,2.0,2.0,2.0,2.0,2,1,4.0,,6.0,,,,2
525991,237,1,1,1,"242,572642955794",10,1,1,2,2,1,1,2,2,2,,,,,,2,1,2.0,2.0,6.0,2.0,3.0,,2
526006,237,1,1,1,"246,204356675449",11,1,4,4,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
526007,237,1,1,1,"224,688467701391",2,1,7,2,1,2,2,2,1,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
526009,237,1,1,1,"327,828612402481",12,1,3,3,2,1,2,2,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,3.0,2
526011,237,1,1,1,"338,820634641507",4,1,4,2,2,1,2,1,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
526013,237,1,1,1,"278,27304373593",2,1,7,1,1,1,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,4.0,,1.0,,,,1
526014,237,1,1,1,"297,030985549738",3,1,4,3,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,1,3.0,1.0,1.0,2.0,3.0,,2
526028,237,2,1,2,"226,509777146593",9,1,4,3,2,1,1,1,2,2,1.0,2.0,2.0,2.0,2.0,1,2,,,,,,9.0,2
526037,237,3,1,3,"876,42040618121",7,1,4,1,2,2,1,2,2,2,1.0,2.0,2.0,2.0,2.0,1,1,1.0,1.0,5.0,1.0,,,2
526094,237,2,1,2,"39,2778408165973",5,1,4,3,2,2,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
526096,237,2,1,2,"42,2331559091991",11,1,4,3,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,1,3.0,1.0,6.0,1.0,,,2
526100,237,3,1,3,"40,0752991230156",10,1,3,2,2,1,2,2,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,8.0,2
526105,237,3,1,3,"43,8974068793323",2,1,3,2,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,1,1,3.0,1.0,4.0,2.0,1.0,,2
526123,237,2,1,2,"48,7335319253558",12,1,7,4,2,1,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
526124,237,3,2,1,"39,7021507167283",12,1,1,2,2,1,2,2,2,2,,,,,,2,2,,,,,,8.0,2
526129,237,5,1,5,"47,7991780262807",6,1,4,3,2,2,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
526129,237,6,1,6,"47,7991780262807",8,1,7,3,8,1,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,2.0,2.0,4.0,2.0,3.0,,2
526133,237,1,1,1,"43,0374001255697",8,1,4,3,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,1,1.0,1.0,5.0,2.0,2.0,,2
526143,237,2,1,2,"46,7849494152571",5,1,4,3,2,2,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,1,4.0,,6.0,,,,2
526143,237,3,1,3,"46,7849494152571",5,1,4,3,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
526153,237,2,1,2,"43,664979292143",6,1,1,2,2,1,2,2,2,2,,,,,,2,2,,,,,,6.0,2
526163,237,3,1,3,"43,0313951159272",10,1,3,3,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
526163,237,1,1,1,"43,0313951159272",1,1,7,3,9,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
526165,237,1,1,1,"46,511229011685",10,1,4,3,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,1,3.0,1.0,1.0,2.0,3.0,,2
526165,237,2,1,2,"46,511229011685",12,1,3,3,2,1,1,2,2,2,2.0,2.0,2.0,1.0,2.0,2,1,3.0,1.0,6.0,1.0,,,2
526168,237,2,1,2,"43,1750058367947",7,1,4,4,2,1,1,1,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,2.0,2
526171,237,3,1,3,"46,8261912326951",3,1,4,4,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,1,3.0,1.0,6.0,1.0,,,1
526203,237,2,1,2,"60,6445571552112",8,1,1,3,3,2,2,1,2,2,,,,,,2,2,,,,,,6.0,2
526207,237,3,1,3,"66,7499814458803",7,1,4,2,2,1,2,2,2,2,2.0,1.0,2.0,1.0,2.0,2,2,,,,,,6.0,2
526211,237,2,1,2,"56,8047158327882",1,1,4,2,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,4.0,2
526212,237,3,1,3,"57,0950607383074",11,1,4,3,2,2,2,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
526222,237,4,1,4,"66,3018802365923",9,1,3,3,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
526223,237,3,1,3,"61,1791543837275",6,1,4,4,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,1,1,3.0,1.0,4.0,2.0,1.0,,2
526224,237,1,1,1,"75,5707031653657",11,1,3,3,2,1,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,2.0,2.0,5.0,1.0,,,2
526232,237,1,1,1,"60,1005225448424",7,1,7,2,2,2,2,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
526233,237,4,1,4,"58,9048809721532",9,1,3,3,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,7.0,2
526251,237,2,1,2,"61,5502702167535",7,1,1,3,2,1,1,2,2,2,,,,,,2,1,3.0,1.0,6.0,1.0,,,2
526256,237,3,1,3,"64,2653871177693",10,1,3,4,5,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,1,1,3.0,1.0,5.0,1.0,,,2
526285,237,3,1,3,"67,0029242122056",7,1,4,3,2,1,2,2,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,8.0,2
526288,237,1,1,1,"60,0703393744186",11,1,3,4,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,1.0,2
526291,237,1,1,1,"63,7135895303972",2,1,4,3,2,2,2,1,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,4.0,2
526308,237,3,1,3,"67,590832992014",8,1,1,4,2,1,1,2,2,2,,,,,,2,2,,,,,,6.0,2
526335,237,1,1,1,"75,2889073388154",1,1,7,4,8,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,3.0,1.0,3.0,1.0,,,2
526348,237,2,1,2,"61,3650023750755",6,1,4,4,2,1,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,1,4.0,,5.0,,,,2
526350,237,1,1,1,"74,3926178621974",8,1,7,3,1,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
526351,237,1,1,1,"63,6394487324689",9,1,3,2,2,1,2,2,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,6.0,2
526353,237,1,1,1,"74,3926178621974",4,1,3,3,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
526358,237,3,1,3,"63,8138743941954",7,1,1,3,11,1,2,2,2,2,,,,,,2,2,,,,,,6.0,2
526368,237,3,1,3,"58,5919098326881",3,1,3,3,2,1,1,1,2,2,2.0,2.0,2.0,1.0,2.0,2,1,1.0,1.0,6.0,1.0,,,2
526381,237,2,1,2,"59,143345518493",10,1,3,2,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,4.0,2
526382,237,2,1,2,"72,7276082057006",6,1,7,3,3,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
526393,237,3,1,3,"60,8135666892706",8,1,3,4,2,2,2,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
526397,237,4,1,4,"61,6544413634956",12,1,4,4,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,1,3.0,1.0,2.0,1.0,,,2
526399,237,1,1,1,"79,3499995136214",8,1,3,4,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,1,2,,,,,,6.0,2
526402,237,3,1,3,"58,5919098326881",9,2,3,2,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
526433,237,1,1,1,"61,2937489482663",11,1,4,4,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,1,2.0,2.0,6.0,2.0,3.0,,2
526434,237,2,1,2,"60,9960879877301",11,1,3,2,3,1,2,2,2,2,2.0,2.0,2.0,1.0,2.0,1,1,4.0,,6.0,,,,2
526437,237,2,1,2,"72,7308242202893",8,1,7,9,5,2,2,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
526466,237,2,1,2,"68,6119684546351",11,1,7,3,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
526472,237,2,1,2,"62,7853803002186",12,1,1,3,2,1,2,2,2,2,,,,,,1,1,1.0,1.0,1.0,2.0,1.0,,2
526477,237,2,1,2,"65,115191692981",4,1,9,4,1,1,2,1,1,2,2.0,2.0,2.0,2.0,2.0,1,1,1.0,2.0,2.0,1.0,,,2
526479,237,1,1,1,"55,3868673321743",11,1,7,3,9,2,1,1,2,2,2.0,2.0,2.0,2.0,2.0,2,1,5.0,1.0,6.0,,,,2
526482,237,1,1,1,"53,5505821267521",3,1,4,2,2,2,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
526514,237,1,1,1,"59,7667725602245",7,1,7,3,3,1,1,1,1,2,2.0,2.0,2.0,2.0,2.0,2,1,3.0,1.0,4.0,1.0,,,2
526546,237,1,1,1,"59,6709492131925",9,1,7,2,7,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
526563,237,2,1,2,"1891,82200405586",9,1,3,1,2,1,1,1,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
526571,237,1,1,1,"507,062711376936",10,2,4,4,2,1,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
526597,237,1,1,1,"322,879028041788",11,1,4,4,2,1,1,1,2,2,2.0,1.0,2.0,2.0,2.0,2,1,4.0,,2.0,,,,2
526599,237,1,1,1,"338,192206872872",8,1,5,3,5,1,2,1,2,2,1.0,2.0,2.0,2.0,2.0,1,1,1.0,1.0,6.0,2.0,3.0,,2
526599,237,2,1,2,"338,192206872872",8,1,5,3,5,1,2,1,2,2,1.0,2.0,2.0,2.0,2.0,1,1,3.0,1.0,6.0,2.0,3.0,,2
526604,237,1,1,1,"338,192206872872",10,1,4,4,2,2,1,2,2,2,2.0,1.0,2.0,1.0,2.0,2,2,,,,,,3.0,2
526604,237,2,1,2,"338,192206872872",8,1,3,4,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
526613,237,2,1,2,"314,008425757185",10,1,4,3,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,1,1,4.0,,2.0,,,,2
526620,237,1,1,1,"320,277483683385",7,1,1,4,2,2,1,2,2,2,,,,,,2,2,,,,,,3.0,2
526628,237,3,1,3,"254,542413788866",10,1,1,3,3,1,2,2,2,2,,,,,,1,1,3.0,1.0,5.0,2.0,2.0,,2
526630,237,1,1,1,"286,311391109657",8,1,3,3,2,2,1,1,2,2,2.0,2.0,2.0,2.0,2.0,1,1,4.0,,6.0,,,,2
526632,237,2,1,2,"314,481858194826",9,1,7,3,1,1,1,1,1,2,2.0,2.0,2.0,2.0,2.0,2,1,4.0,,6.0,,,,2
526635,237,5,1,5,"337,174169559487",1,1,2,1,9,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
526636,237,2,1,2,"326,861088597566",2,1,1,4,5,1,2,2,2,2,,,,,,2,2,,,,,,8.0,2
526688,237,1,1,1,"321,799028248461",12,1,1,3,5,1,2,2,2,2,,,,,,2,2,,,,,,3.0,2
526714,237,2,1,2,"299,094946047119",6,1,3,3,3,1,1,1,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,8.0,2
526730,237,1,1,1,"321,799028248461",9,1,4,3,8,2,2,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,4.0,2
526747,237,2,1,2,"289,118341754233",4,1,2,3,2,2,1,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
526806,237,1,1,1,"43,514146750363",9,1,3,3,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,2.0,2.0,5.0,1.0,,,1
526820,237,2,1,2,"44,4753779422617",9,1,4,4,2,2,2,1,2,2,2.0,1.0,2.0,2.0,2.0,1,1,2.0,2.0,5.0,1.0,,,2
526825,237,1,1,1,"46,5652340676064",12,1,4,4,2,1,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,2.0,2
526828,237,2,1,2,"45,6040028757077",4,1,4,3,9,2,1,1,1,2,2.0,2.0,2.0,2.0,2.0,1,2,,,,,,9.0,2
526829,237,1,1,1,"37,9508574917518",6,1,4,3,2,1,1,1,2,2,1.0,2.0,2.0,2.0,2.0,1,1,1.0,1.0,2.0,1.0,,,2
526839,237,2,1,2,"39,2883872284562",3,1,4,2,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
526861,237,1,1,1,"36,2856621389666",2,1,3,4,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
526861,237,3,1,3,"36,2856621389666",6,1,7,3,7,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
526872,237,2,1,2,"45,5866552943701",3,1,7,4,9,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
526872,237,1,1,1,"45,5866552943701",6,1,7,4,3,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
526886,237,2,1,2,"47,6769385238728",10,1,7,3,3,2,2,1,2,2,2.0,2.0,2.0,2.0,2.0,2,1,3.0,1.0,1.0,2.0,3.0,,2
526889,237,2,1,2,"45,5866552943701",9,1,4,4,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
526891,237,3,1,3,"42,9421435198111",2,1,4,3,2,2,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,2.0,2
526927,237,3,1,3,"470,199602652291",10,1,4,2,10,2,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,1,1.0,1.0,4.0,2.0,5.0,,2
526936,237,1,1,1,"1926,72717545832",11,1,3,3,2,1,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
526941,237,1,1,1,"2343,33293061669",6,1,4,3,4,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,1,1,1.0,1.0,2.0,2.0,5.0,,2
526978,237,1,1,1,"136,866465606241",9,1,7,2,7,1,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,5.0,2
526982,237,4,1,4,"111,259160071001",2,1,3,3,2,1,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,7.0,2
526985,237,1,1,1,"56,3554452511277",11,1,6,2,3,1,1,1,2,2,2.0,2.0,2.0,2.0,1.0,2,1,2.0,2.0,2.0,2.0,4.0,,2
526985,237,2,1,2,"56,3554452511277",2,1,4,4,2,1,1,1,2,2,1.0,2.0,2.0,2.0,2.0,2,1,1.0,1.0,5.0,2.0,3.0,,2
527022,237,1,1,1,"81,8075571011254",11,1,4,3,2,2,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
527034,237,2,1,2,"68,6526494660648",10,1,4,4,2,2,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,8.0,2
527039,237,5,1,5,"61,5194256841766",11,1,4,3,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,1,3.0,2.0,5.0,2.0,2.0,,2
527047,237,1,1,1,"157,81215726067",6,1,4,3,3,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
527060,237,1,1,1,"30,223736013788",12,2,3,3,11,1,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,1.0,2.0,2.0,1.0,,,2
527146,237,1,1,1,"353,519364191202",9,1,4,4,9,1,2,2,2,2,1.0,1.0,2.0,2.0,2.0,2,1,1.0,1.0,2.0,1.0,,,2
527169,237,5,1,5,"289,029760523178",4,1,4,3,4,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,4.0,2
527185,237,1,1,1,"805,086018030313",5,1,4,3,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,1,2.0,2.0,2.0,1.0,,,2
527196,237,3,1,3,"1931,29008519661",10,2,4,1,2,2,2,1,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
527202,237,9,1,9,"378,668724520471",7,2,4,3,2,1,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,4.0,2
527207,237,1,1,1,"3316,17942834119",5,1,4,4,10,2,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,2.0,2
527223,237,1,1,1,"959,951909098321",5,1,7,3,2,2,2,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
527230,237,2,1,2,"2201,49208777537",9,1,4,4,5,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
527238,237,1,1,1,"1061,41063569076",7,1,4,4,7,1,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,1.0,2
527244,237,2,1,2,"990,168573558135",11,1,4,4,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,7.0,2
527251,237,5,1,5,"1044,17372703917",6,1,1,3,2,2,1,2,2,2,,,,,,2,2,,,,,,1.0,2
527254,237,1,1,1,"812,288188445899",4,1,1,2,5,1,2,2,2,2,,,,,,2,1,5.0,1.0,5.0,,,,2
527255,237,1,1,1,"946,04199746319",11,1,1,4,5,1,2,2,2,2,,,,,,2,1,5.0,1.0,1.0,,,,2
527256,237,3,1,3,"1067,13154931825",8,1,1,2,5,1,2,2,2,2,,,,,,2,2,,,,,,3.0,2
527264,237,1,1,1,"873,522419300806",8,1,1,3,5,1,2,2,2,2,,,,,,2,2,,,,,,3.0,2
527266,237,1,1,1,"1149,73987809495",11,1,3,4,2,1,1,2,2,2,2.0,2.0,1.0,2.0,2.0,1,1,1.0,1.0,1.0,1.0,,,2
527266,237,2,1,2,"1149,73987809495",9,1,7,1,3,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,4.0,,1.0,,,,2
527266,237,3,1,3,"1149,73987809495",8,1,4,4,6,2,2,2,1,2,2.0,1.0,2.0,2.0,2.0,2,1,1.0,1.0,1.0,1.0,,,2
527275,237,1,1,1,"880,477375118372",6,1,4,4,2,1,1,1,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
527277,237,1,1,1,"952,791609174837",3,1,3,3,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,1.0,1.0,2.0,1.0,,,2
527283,237,3,1,3,"1162,02553381656",8,1,1,1,2,1,2,2,2,2,,,,,,2,1,4.0,,1.0,,,,2
527289,237,3,1,3,"1085,06255805645",6,1,3,1,2,2,2,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
527290,237,2,1,2,"1059,28929119436",1,1,1,3,5,1,2,2,2,2,,,,,,2,2,,,,,,7.0,2
527290,237,4,1,4,"1059,28929119436",9,1,4,3,2,1,2,2,2,2,1.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
527291,237,2,1,2,"1122,43952243974",6,1,2,2,1,1,2,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,1.0,2
527295,237,1,1,1,"983,213617740569",6,1,1,4,5,1,2,2,2,2,,,,,,2,1,2.0,1.0,3.0,2.0,3.0,,2
527295,237,2,1,2,"983,213617740569",1,1,4,3,5,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,1,2.0,1.0,2.0,2.0,3.0,,2
527298,237,1,1,1,"979,451147926706",10,1,4,2,4,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
527300,237,1,1,1,"996,733315652257",5,1,1,2,5,1,2,2,2,2,,,,,,2,1,5.0,1.0,1.0,,,,2
527310,237,3,1,3,"1158,00443671349",2,1,1,4,6,1,2,2,2,2,,,,,,2,2,,,,,,3.0,2
527310,237,4,1,4,"1158,00443671349",12,1,4,3,2,1,1,1,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
527311,237,2,1,2,"1063,36907950439",2,1,3,3,5,1,2,2,2,2,2.0,2.0,2.0,1.0,2.0,2,1,3.0,1.0,5.0,1.0,,,2
527315,237,2,1,2,"975,371359616684",5,1,4,4,9,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,4.0,2
527319,237,1,1,1,"979,451147926706",3,1,4,1,2,1,1,2,1,2,1.0,2.0,2.0,2.0,2.0,1,1,2.0,2.0,1.0,1.0,,,2
527335,237,3,1,3,"60,3087310438454",11,1,3,3,2,2,2,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
527336,237,1,1,1,"73,5749682782042",2,1,7,3,9,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,1
527340,237,1,1,1,"69,0804456453303",2,1,4,2,2,1,1,2,2,2,1.0,2.0,2.0,2.0,2.0,1,1,1.0,1.0,2.0,1.0,,,2
527350,237,1,1,1,"61,7844081339161",4,1,7,4,1,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,1,2,,,,,,7.0,2
527351,237,3,1,3,"72,9783515170999",3,1,4,4,2,1,1,2,2,2,1.0,2.0,2.0,2.0,2.0,1,2,,,,,,3.0,2
527428,237,1,1,1,"1793,86404850199",11,2,4,2,3,2,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,8.0,2
527429,237,1,1,1,"852,991000589178",9,1,4,4,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,1,2,,,,,,7.0,2
527436,237,1,1,1,"99,5126671240167",2,1,3,4,2,2,1,2,1,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
527438,237,1,1,1,"80,4398078670851",3,2,7,4,9,1,1,1,2,2,2.0,2.0,1.0,2.0,2.0,2,2,,,,,,3.0,2
527451,237,7,1,7,"107,295196779867",8,1,4,4,2,2,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
527462,237,4,1,4,"110,468214339379",8,1,4,3,5,2,2,2,1,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
527483,237,2,1,2,"80,0124943265349",3,1,1,2,2,1,2,2,2,2,,,,,,2,1,4.0,,1.0,,,,2
