DIRECTORIO;NRO_ENCUESTA;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;P578;P1341;P1229;P1335;P1338;P1339S3;P1339S5;P1339S1;P1339S2;P1339S6;P580S1;P580S2;P580S3;P580S5;P580S6;P1598;P1324;P582;P583;P1114;P1599;P1600;P1113;P1318;FEX_C
410818;237;1;1;1;2;1;4;1;2;2;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;1;98,6171279848463
410822;237;1;1;1;1;1;4;2;2;2;2;1;2;2;2;1;2;2;2;2;1;2;2;3;2;4; ;2;97,5955583076422
410825;237;3;1;3;10;1;3;3;9;1;2;2;2;2;2;2;2;2;2;2;1;3;1;4;1; ; ;2;109,813516595299
410826;237;2;1;2;11;1;4;3;2;1;1;1;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;132,035947693602
410831;237;2;1;2;7;2;1;3;2;1;2;2;2;2; ; ; ; ; ;2;1;1;2;2;1; ; ;2;105,445210475113
410843;237;1;1;1;12;1;4;3;7;2;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;1;117,14840962472
410847;237;1;1;1;4;1;4;4;2;1;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;5;2;105,726119053866
410883;237;1;1;1;9;1;4;1;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2;264,378898392009
410884;237;1;2;1;10;1;4;2;2;1;2;2;2;2;1;2;2;2;2;2;1;3;1;5;1; ; ;2;110,595982541571
410926;237;1;1;1;3;1;2;2;3;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2; ;2;364,706708576919
410950;237;4;1;4;6;1;4;2;1;1;1;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;5;2;832,490714703531
410956;237;2;1;2;12;1;4;2;2;1;1;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;5;2;1363,56154329351
410980;237;4;1;4;4;2;4;4;4;1;2;1;2;2;2;1;2;2;2;2;2; ; ; ; ; ;4;2;624,500608833564
410987;237;1;1;1;12;1;1;4;3;2;1;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;7;2;637,360383316209
410989;237;2;1;2;12;1;4;4;2;2;1;1;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2;586,943010938497
410999;237;1;1;1;12;2;1;2;9;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;5;2;403,457614088173
411001;237;3;1;3;10;1;7;2;9;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;364,222079218201
411010;237;4;1;4;10;1;4;4;2;2;1;2;2;2;1;2;2;2;2;1;1;1;1;1;1; ; ;2;321,516742770164
411025;237;2;1;2;1;1;7;2;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;710,837157832497
411029;237;4;1;4;5;1;4;4;2;2;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;512,780866907075
411050;237;2;1;2;6;1;3;4;9;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;1055,58436114686
411051;237;2;1;2;12;1;1;3;2;2;1;2;2;2; ; ; ; ; ;2;1;4;1;6; ; ; ;2;915,811337612372
411052;237;3;1;3;11;1;3;4;7;2;2;1;2;2;2;2;2;1;2;1;2; ; ; ; ; ;3;2;1134,74440365614
411053;237;3;1;3;2;1;1;2;5;2;1;2;2;2; ; ; ; ; ;2;1;5;1;6; ; ; ;2;1097,27680511214
411056;237;2;1;2;11;1;7;3;5;2;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;869,520832174617
411056;237;6;1;6;4;1;9;4;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;3;1; ; ;2;869,520832174617
411057;237;1;1;1;10;1;4;1;2;1;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;5;2;1251,47373839533
411058;237;1;1;1;6;1;1;2;5;1;2;2;2;2; ; ; ; ; ;2;1;3;1;2;1; ; ;2;1040,18443169343
411062;237;3;1;3;4;1;4;3;2;1;2;2;2;2;2;1;2;1;2;2;1;1;1;5;1; ; ;2;866,160777508692
411064;237;1;1;1;9;1;1;2;5;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;9;2;801,424644748109
411065;237;1;1;1;7;1;3;4;5;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;1;2;1070,00827089556
411067;237;2;1;2;10;1;7;3;1;2;1;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;7;2;1563,11643067825
411070;237;4;1;4;1;1;1;1;5;1;1;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;1;2;870,139835577891
411071;237;2;1;2;3;1;3;2;5;1;2;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;3;2;1044,16348976263
411078;237;3;1;3;10;1;1;3;6;1;2;2;2;2; ; ; ; ; ;2;1;4;1;1; ; ; ;2;1124,08928264362
411084;237;1;1;1;2;1;4;2;9;1;2;2;2;2;2;1;2;1;2;2;2; ; ; ; ; ;3;2;886,659878402235
411084;237;2;1;2;9;1;1;3;5;1;1;2;2;2; ; ; ; ; ;2;1;1;1;6;1; ; ;2;886,659878402235
411084;237;3;1;3;12;1;7;2;9;1;2;2;2;2;2;2;2;2;2;2;1;1;1;5;1; ; ;2;886,659878402235
411085;237;3;1;3;12;1;4;3;9;1;1;2;2;2;2;1;2;2;2;2;1;3;1;5;2;3; ;2;963,825481521777
411086;237;3;1;3;5;1;3;4;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;822,480054667687
411086;237;4;1;4;11;1;3;4;2;2;1;2;2;2;2;2;2;2;2;2;1;4;1;1; ; ; ;2;822,480054667687
411088;237;3;1;3;4;1;4;4;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;1013,37195416195
411089;237;1;1;1;5;1;4;4;2;2;1;2;2;2;2;1;2;2;2;2;1;3;1;6;1; ; ;2;1111,34635186164
411092;237;3;1;3;10;1;1;3;5;2;1;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;5;2;1146,82327775232
411098;237;2;1;2;10;1;4;4;2;1;1;2;2;2;2;1;2;1;2;2;2; ; ; ; ; ;3;2;560,018547242808
411098;237;3;1;3;9;2;4;3;2;1;2;2;1;2;2;1;2;2;2;1;1;4;1;6; ; ; ;2;560,018547242808
411098;237;4;1;4;2;2;4;3;4;1;2;2;2;2;2;1;2;2;2;1;1;1;1;1;1; ; ;2;560,018547242808
411098;237;5;1;5;8;2;1;2;5;1;1;1;2;2; ; ; ; ; ;1;1;4;1;1; ; ; ;2;560,018547242808
411100;237;1;1;1;5;1;1;4;2;1;2;2;2;2; ; ; ; ; ;2;1;4;1;2; ; ; ;2;757,389558907902
411100;237;2;1;2;11;1;7;4;5;1;1;2;2;2;2;2;2;2;2;2;1;4;1;2; ; ; ;2;757,389558907902
411104;237;1;1;1;11;1;1;3;5;2;1;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2;1877,71005281535
411108;237;2;1;2;9;1;3;4;5;1;2;2;2;2;2;2;2;2;2;2;1;3;1;4;1; ; ;2;938,855026407673
411109;237;1;1;1;5;1;1;2;5;1;2;2;2;2; ; ; ; ; ;2;1;2;2;5;1; ; ;2;1082,08714499173
411109;237;2;1;2;12;1;3;4;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;1082,08714499173
411113;237;1;1;1;2;1;4;3;2;1;1;1;2;2;1;2;2;2;2;2;2; ; ; ; ; ;5;2;1082,08714499173
411114;237;1;1;1;12;1;3;2;5;1;2;2;2;2;2;2;2;1;2;2;1;5;1;6; ; ; ;2;1725,39604452571
411118;237;3;1;3;6;1;1;3;11;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2;726,598023307226
411120;237;1;1;1;3;1;4;4;2;1;1;1;2;2;2;2;2;1;2;2;1;4;1;5; ; ; ;2;1097,27680511214
411125;237;1;1;1;6;1;4;4;2;1;2;2;2;2;2;1;2;2;2;2;1;4;1;3; ; ; ;2;2140,01654179112
411126;237;1;1;1;7;1;1;2;5;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2;1097,27680511214
411133;237;3;1;3;2;1;1;4;5;1;2;2;2;2; ; ; ; ; ;1;1;4;1;6; ; ; ;2;965,357810252545
411138;237;3;1;3;12;1;1;2;2;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2;638,535324207651
411139;237;2;1;2;9;1;1;1;5;1;1;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;6;2;3045,71841383031
411140;237;1;1;1;8;1;4;1;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;6;2;2269,48880731229
411140;237;3;1;3;10;1;4;4;2;1;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;2269,48880731229
411142;237;5;1;5;10;1;1;2;5;1;1;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2;2900,73230801653
411143;237;1;1;1;8;1;3;3;2;1;1;1;2;2;2;2;2;1;2;2;2; ; ; ; ; ;3;2;1958,85471400409
411148;237;1;1;1;12;1;3;4;2;1;2;1;2;2;2;2;2;1;2;2;2; ; ; ; ; ;6;2;1240,0528670111
411150;237;1;1;1;3;1;3;2;2;2;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;1126,53601198205
411158;237;3;1;3;10;1;4;4;2;2;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;5;2;1013,37195416195
411159;237;3;1;3;7;1;4;3;2;1;1;2;2;2;2;1;2;2;2;2;1;3;2;5;1; ; ;2;831,90648666218
411162;237;2;1;2;2;1;3;4;2;1;1;1;2;2;2;2;2;1;2;2;2; ; ; ; ; ;3;2;516,644569794012
411165;237;5;1;5;12;1;4;1;2;1;2;2;2;2;2;1;2;1;2;1;1;4;1;2; ; ; ;2;1138,20991874439
411168;237;1;1;1;3;1;1;2;5;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2;965,357810252545
411168;237;2;1;2;8;1;1;4;5;1;1;2;2;2; ; ; ; ; ;2;1;4;1;6; ; ; ;2;965,357810252545
411170;237;2;1;2;6;1;7;1;2;1;1;1;2;2;2;1;2;1;2;2;1;4;1;2; ; ; ;2;948,635821401367
411175;237;2;1;2;6;1;4;1;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;975,448298932844
411181;237;1;1;1;8;1;4;3;2;1;2;2;2;2;2;1;2;2;2;2;1;4;1;5; ; ; ;2;1108,89962252321
411181;237;2;1;2;5;1;7;2;1;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;1108,89962252321
411192;237;1;1;1;6;1;4;1;1;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;925,901826292671
411192;237;3;1;3;10;1;4;4;9;2;1;1;2;2;1;2;2;1;2;2;1;4;1;6; ; ; ;2;925,901826292671
411195;237;2;1;2;2;1;4;4;2;2;2;1;2;2;2;1;2;2;2;2;1;4;1;4; ; ; ;2;1240,0528670111
411196;237;5;1;5;10;1;4;4;2;2;1;2;2;2;2;1;2;2;2;2;1;4;1;6; ; ; ;2;901,741790862874
411248;237;3;1;3;7;1;4;4;2;1;2;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;3;2;325,611854628288
411260;237;1;1;1;6;1;7;2;10;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;891,934208087548
411268;237;1;1;1;6;1;7;2;7;2;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;1106,25588201748
411271;237;1;1;1;6;1;3;4;7;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;62,1529744356316
411272;237;3;1;3;3;1;7;1;1;2;1;2;2;2;2;2;2;2;2;2;1;2;2;6;1; ; ;2;55,2997464357471
411284;237;2;1;2;12;1;4;3;2;1;1;2;2;2;2;1;2;1;2;2;2; ; ; ; ; ;2;2;60,3393241885126
411288;237;2;1;2;1;1;4;3;2;2;1;1;2;2;2;1;2;2;2;2;1;4;1;6; ; ; ;2;63,8245532313058
411289;237;3;1;3;11;1;1;4;2;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;5;2;72,5620848792749
411295;237;6;1;6;11;1;4;3;2;1;1;2;2;2;1;1;2;2;2;2;2; ; ; ; ; ;3;2;51,3109933959089
411300;237;1;1;1;1;1;3;4;2;1;1;2;2;2;2;1;2;1;2;1;1;1;1;1;2;1; ;2;79,8050910786014
411302;237;3;1;3;9;1;1;4;2;1;2;2;2;2; ; ; ; ; ;2;1;1;1;1;1; ; ;2;61,1561090066537
411302;237;4;1;4;12;1;4;2;2;1;2;2;2;2;1;2;2;1;2;1;1;4;1;2; ; ; ;2;61,1561090066537
411304;237;1;1;1;12;1;3;4;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;57,3071353294186
411304;237;2;1;2;12;1;3;4;4;1;2;2;2;2;2;2;2;1;2;1;1;1;1;5;2;1; ;2;57,3071353294186
411306;237;1;1;1;3;1;7;2;8;2;2;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ;8;2;84,737137578155
411308;237;3;1;3;10;1;4;4;2;1;2;2;2;2;2;1;2;2;2;2;1;4;1;2; ; ; ;2;55,4662789949312
411313;237;2;1;2;5;1;3;3;2;2;2;1;2;2;2;2;2;1;2;2;2; ; ; ; ; ;3;2;61,4491590249075
411316;237;1;1;1;2;1;4;4;2;1;1;1;1;2;2;1;2;1;2;1;1;1;1;6;2;3; ;2;53,3164225176325
411319;237;2;1;2;12;2;4;4;2;1;1;1;2;2;1;2;2;2;2;2;1;4;1;3; ; ; ;2;78,2759798665543
411333;237;1;1;1;8;1;4;1;2;1;1;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2;70,7344904483209
411333;237;2;1;2;8;1;3;2;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;70,7344904483209
411347;237;1;1;1;11;1;3;2;2;1;1;1;2;2;2;2;2;1;2;2;1;2;2;2;1; ; ;2;61,4491590249075
411349;237;4;1;4;12;1;3;3;2;1;1;1;2;2;2;2;2;2;2;2;1;2;2;5;1; ; ;2;63,4914842489944
411352;237;2;1;2;12;1;7;1;7;2;2;2;1;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;79,8760718429087
411364;237;1;1;1;3;1;7;3;6;1;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;7;2;80,8394176552238
411365;237;4;1;4;8;1;4;4;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;5;2;72,0088781864739
411367;237;4;1;4;2;1;7;2;1;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;86,1035778532097
411371;237;1;1;1;11;1;3;4;2;1;1;1;2;2;2;2;2;2;2;2;1;1;1;6;2;3; ;2;75,0162885528607
411374;237;2;1;2;12;1;2;3;1;2;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;69,5818955321825
411378;237;1;1;1;6;1;3;3;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;67,4747991346273
411380;237;1;1;1;3;1;4;4;8;1;2;2;1;2;1;2;2;2;2;2;2; ; ; ; ; ;3;1;69,0629116526466
411381;237;1;1;1;5;1;4;3;5;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2;60,1968566048854
411386;237;1;1;1;10;1;4;3;2;1;1;2;2;2;2;1;2;2;2;2;1;4;1;6; ; ; ;2;70,7344904483209
411387;237;1;1;1;11;1;1;2;7;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;5;2;50,4267012421657
411390;237;1;1;1;12;1;4;3;1;1;1;1;2;2;1;2;2;2;2;2;1;2;2;5;2;4; ;2;69,1463779303015
411392;237;4;1;4;12;1;1;3;2;1;1;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2;133,669283680686
411392;237;6;1;6;6;1;1;2;5;2;1;1;2;2; ; ; ; ; ;2;1;4;1;6; ; ; ;2;133,669283680686
411399;237;5;1;5;12;1;7;3;7;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;64,454585869925
411402;237;4;1;4;10;1;3;3;2;1;1;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;59,9200478128604
411416;237;1;1;1;2;1;4;4;2;1;1;1;2;2;2;1;2;2;2;2;1;4;1;6; ; ; ;2;76,0966202594934
411422;237;1;1;1;11;1;7;4;1;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;144,527203320736
411431;237;1;1;1;11;1;1;3;1;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;5;2;135,476692046238
411435;237;2;1;2;10;1;7;4;1;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;94,6670849753124
411443;237;2;1;2;5;1;4;2;2;1;1;1;2;2;2;1;2;1;2;2;2; ; ; ; ; ;6;1;89,0187375516871
411445;237;1;1;1;10;1;4;3;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;6;2;142,447150131824
411447;237;1;1;1;12;1;3;3;2;1;1;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;151,048138728495
411450;237;2;1;2;8;1;4;3;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;94,6670849753124
411453;237;1;1;1;6;1;3;4;2;1;2;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;5;2;54,8750319058896
411461;237;2;1;2;11;1;7;3;7;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;58,5594377494407
411466;237;8;1;8;6;1;2;3;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;6;2;146,781690583616
411477;237;1;1;1;12;1;1;3;3;1;2;2;2;2; ; ; ; ; ;1;1;5;1;5; ; ; ;2;50,9049789237902
411480;237;5;1;5;3;1;3;2;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;171,352348447058
411488;237;3;1;3;11;1;4;4;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;5;2;53,120382964743
411497;237;1;1;1;10;1;4;1;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;5;2;69,4689261247653
411497;237;5;1;5;11;1;4;4;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;5;2;69,4689261247653
411500;237;2;1;2;1;1;7;4;9;2;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;64,2733327367201
411504;237;2;1;2;12;1;3;2;5;1;2;2;2;2;2;2;2;2;2;1;1;4;1;4; ; ; ;2;56,6603564991668
411505;237;3;1;3;4;1;3;4;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;6;2;60,3393241885126
411508;237;6;1;6;8;1;4;3;10;2;2;1;2;2;2;1;2;2;2;2;2; ; ; ; ; ;5;2;75,4223030249794
411512;237;2;1;2;4;2;1;2;5;1;2;2;2;2; ; ; ; ; ;2;1;1;1;5;1; ; ;2;70,7344904483209
411517;237;2;1;2;11;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;47,3335424876562
411518;237;1;1;1;5;1;4;2;2;1;1;1;2;1;2;1;2;2;2;2;2; ; ; ; ; ;3;2;59,9200478128604
411518;237;2;1;2;3;1;7;3;3;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;59,9200478128604
411527;237;2;1;2;9;1;3;4;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;38,5264887458673
411527;237;3;1;3;5;1;3;3;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;2;2;38,5264887458673
411530;237;1;1;1;12;1;7;3;9;2;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;144,527203320736
411535;237;1;1;1;12;1;4;3;2;1;1;1;2;2;2;1;2;1;2;1;1;3;1;6;1; ; ;2;69,0629116526466
411536;237;3;1;3;9;1;1;3;2;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2;49,3168664057708
411539;237;1;1;1;9;1;3;3;2;1;2;2;2;2;2;2;2;2;2;2;1;4;1;2; ; ; ;2;78,2759798665543
411541;237;1;1;1;12;1;4;2;3;2;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;53,2508749539784
411543;237;4;1;4;12;1;4;4;2;1;1;1;2;2;2;1;2;2;2;1;1;2;2;1;1; ; ;2;62,2391818289722
411544;237;1;1;1;12;1;4;1;7;1;1;1;2;2;2;2;2;2;1;1;2; ; ; ; ; ;3;2;79,356311573187
411545;237;1;1;1;10;1;7;3;1;1;2;2;2;2;2;2;2;2;2;1;2; ; ; ; ; ;3;2;79,356311573187
411549;237;2;1;2;11;1;4;1;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;5;2;52,2065876812376
411549;237;3;1;3;7;1;4;3;7;1;1;1;1;2;2;2;2;2;2;1;1;5;1;2; ; ; ;2;52,2065876812376
411550;237;1;1;1;3;1;3;1;3;1;2;2;2;2;2;2;2;2;2;1;2; ; ; ; ; ;3;2;992,130446656404
411551;237;1;1;1;2;1;3;1;2;1;1;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;488,526240232952
411552;237;2;1;2;3;1;3;4;2;1;1;1;2;2;2;2;2;2;2;2;1;2;2;5;1; ; ;2;750,044201321655
411554;237;1;1;1;3;1;4;4;2;1;1;2;2;2;2;1;2;2;2;2;1;1;1;6;1; ; ;2;1052,18849459362
411557;237;2;1;2;11;1;4;4;2;1;2;1;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2;981,948343628374
411565;237;1;1;1;7;1;3;4;2;1;1;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;896,796161032186
411565;237;3;1;3;8;1;7;3;2;2;1;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;896,796161032186
411573;237;1;1;1;2;1;3;4;2;1;2;1;2;2;2;2;2;2;2;1;1;3;1;5;1; ; ;2;562,219593919934
411579;237;1;1;1;12;1;4;2;9;2;2;1;2;2;2;1;2;2;2;2;2; ; ; ; ; ;8;2;48,9851703888208
411585;237;5;1;5;2;1;1;4;2;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2;69,2566118988888
411595;237;1;1;1;11;1;1;3;2;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;7;2;64,9416631261879
411597;237;6;1;6;8;1;4;2;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;7;2;47,2115659184662
411611;237;1;1;1;6;1;7;2;1;2;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;7;2;34,2369991907195
411611;237;4;1;4;5;1;1;2;2;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;7;2;34,2369991907195
411613;237;1;1;1;2;1;7;2;1;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;72,2001129196489
411615;237;3;1;3;2;1;4;3;2;1;1;1;1;2;1;1;2;2;2;1;1;2;2;2;1; ; ;2;66,3767209341206
411616;237;1;1;1;11;1;4;3;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;5;2;57,6059750909085
411620;237;1;1;1;2;1;7;4;7;2;1;2;1;2;2;2;2;2;2;1;1;1;1;4;2;2; ;2;85,7108685475039
411621;237;1;4;1;10;1;7;3;1;2;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;86,0714620847653
411623;237;3;1;3;2;1;3;3;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;7;2;67,6286266827741
411626;237;4;1;4;3;1;4;3;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;59,285238000191
411627;237;1;2;1;4;1;4;3;2;1;2;2;2;2;2;1;2;2;2;2;1;3;1;2;1; ; ;2;77,9513999482013
411629;237;4;1;4;2;1;4;4;2;1;2;2;2;2;2;1;2;2;2;1;1;4;1;3; ; ; ;2;51,0054593735997
411630;237;2;1;2;10;1;1;3;4;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2;52,0178082883221
411634;237;1;1;1;6;1;4;2;2;2;2;2;2;1;2;1;2;1;2;2;1;3;1;6;1; ; ;2;74,8142568746273
411641;237;5;1;5;10;1;7;2;7;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;1;2;53,9348785336561
411651;237;3;1;3;9;1;4;3;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;6;2;65,5614985940138
411670;237;1;1;1;8;1;7;4;2;2;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;7;2;134,763464980235
411696;237;1;1;1;2;1;7;4;1;2;1;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;43,0895445539473
411698;237;1;1;1;7;1;7;4;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2;49,570401565667
411715;237;3;1;3;10;1;4;4;3;2;1;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2;59,5564687370575
411716;237;2;1;2;6;1;1;3;2;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;5;2;45,3878210192761
411717;237;5;1;5;10;2;3;4;2;1;1;1;2;2;2;2;2;2;2;1;1;3;1;2;2;2; ;2;111,683093966963
411722;237;1;1;1;7;1;4;4;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;72,2179217696928
411729;237;1;1;1;10;1;1;4;2;2;2;1;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2;55,1150503863385
411729;237;3;1;3;9;1;4;4;2;1;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;55,1150503863385
411735;237;1;1;1;2;1;7;2;1;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;66,6178539281183
411736;237;2;1;2;12;1;4;4;2;1;2;1;2;2;1;2;2;2;2;1;2; ; ; ; ; ;3;2;59,8563162678854
411740;237;2;1;2;4;1;4;2;2;1;2;2;2;2;2;1;2;2;2;1;1;3;1;4;1; ; ;2;88,9025136024997
411783;237;2;1;2;11;1;3;4;2;2;1;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;61,1833118815035
411783;237;3;1;3;3;1;7;4;1;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;61,1833118815035
411792;237;1;1;1;12;1;4;3;2;2;2;1;2;2;2;1;2;2;2;2;2; ; ; ; ; ;5;2;94,188324618843
411800;237;3;1;3;9;1;4;2;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;1;2;97,8485821490692
411801;237;4;1;4;1;1;4;4;8;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2;87,4267869586101
411803;237;1;1;1;9;1;4;2;2;1;1;1;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2;72,2179217696928
411808;237;2;1;2;7;2;4;3;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2;74,0249639856668
411812;237;1;1;1;12;1;4;4;2;1;2;1;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2;65,1421272842288
411820;237;2;1;2;6;1;4;4;2;2;1;2;2;2;2;1;2;2;2;2;1;3;1;5;1; ; ;2;75,5639224746878
411828;237;4;1;4;5;1;7;2;1;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;66,783379723078
